customer;state;customer lifetime value;gender;income;monthly premium auto;policy type;total claim amount;vehicle class
DA20791;California;3774.86129;M;66457;95;Personal Auto;456;Four-Door Car
AE89300;Arizona;8224.77025;F;82634;104;Personal Auto;324.097433;SUV
ME22430;Nevada;2453.57079;M;29735;69;Personal Auto;331.2;Four-Door Car
JZ28710;California;5143.87851;M;61417;65;Personal Auto;206.01822;Two-Door Car
EH22538;California;2574.1988;M;43846;65;Personal Auto;125.52458;Four-Door Car
VA89684;Nevada;2430.48437;F;33775;61;Personal Auto;292.8;Two-Door Car
XS68865;Oregon;6160.99934;M;96988;77;Personal Auto;369.6;Two-Door Car
JB47784;Oregon;5534.82188;F;81945;68;Personal Auto;47.451832;Four-Door Car
DE78840;Nevada;6991.24808;F;19019;186;Personal Auto;1003.050834;Luxury SUV
PU25554;Oregon;2885.3282;F;62579;72;Personal Auto;326.242099;Four-Door Car
ZI47098;California;41787.9034;F;46587;119;Personal Auto;571.2;Four-Door Car
BN89470;California;4561.273;M;29327;118;Special Auto;627.898468;Four-Door Car
VZ64716;Oregon;11546.1737;M;81081;96;Corporate Auto;206.211089;Four-Door Car
QY37300;Nevada;13502.6314;M;57222;112;Personal Auto;297.187468;Sports Car
UI84849;Arizona;8563.96805;M;91147;107;Personal Auto;50.473675;Sports Car
MN81810;California;2913.4751;F;76638;73;Personal Auto;435.189747;Four-Door Car
XN42396;California;7540.58482;M;29697;64;Personal Auto;147.128736;Four-Door Car
NI27358;Arizona;7255.13777;F;67352;181;Personal Auto;560.947563;Luxury Car
LO39834;Oregon;4334.06409;F;23904;123;Personal Auto;590.4;SUV
PG27422;California;5904.84785;F;89953;74;Corporate Auto;274.165887;Four-Door Car
AX56708;California;4794.48141;M;20862;68;Personal Auto;326.4;Four-Door Car
JI80257;Nevada;9180.15416;F;47663;114;Personal Auto;103.702555;Sports Car
EK95340;Washington;8355.51255;M;49564;105;Corporate Auto;661.608936;Four-Door Car
FS67856;California;13869.927;M;28432;118;Personal Auto;612.300581;SUV
JX27737;California;13452.192;M;32356;117;Personal Auto;428.490681;Two-Door Car
SY81273;Oregon;16798.8583;M;55269;71;Personal Auto;340.8;Two-Door Car
XC26395;Oregon;7408.83605;M;76771;95;Personal Auto;91.674854;Two-Door Car
HA72996;Nevada;4349.3087;F;75648;108;Corporate Auto;112.660916;SUV
WP51328;Oregon;4744.96745;M;20698;68;Personal Auto;248.422693;Two-Door Car
CP47989;Oregon;17208.0564;F;29734;63;Corporate Auto;649.83837;Two-Door Car
JO75190;Nevada;8673.58;M;43963;110;Corporate Auto;528;SUV
AP47670;California;2497.91001;M;29465;63;Personal Auto;302.4;Four-Door Car
BT61680;Arizona;32069.8752;F;24851;103;Personal Auto;604.289428;SUV
KB20508;California;10828.3734;M;11033;97;Special Auto;511.120131;Two-Door Car
HU89665;Oregon;12128.3651;F;20495;61;Personal Auto;292.8;Four-Door Car
HD12841;California;5505.68733;F;95766;68;Personal Auto;162.557048;Four-Door Car
UP90711;Oregon;2836.67737;F;61029;72;Personal Auto;114.429816;Two-Door Car
CA14631;California;6552.39989;M;56188;86;Special Auto;175.972039;Four-Door Car
AU98438;Arizona;2833.98014;F;94812;70;Personal Auto;121.025058;Four-Door Car
SY66568;Oregon;9415.52703;F;55338;116;Corporate Auto;556.8;Two-Door Car
WE52979;California;3644.83355;F;82477;90;Personal Auto;432;Two-Door Car
PL56477;Oregon;2927.51631;F;20852;73;Personal Auto;383.789732;Two-Door Car
PK23339;Arizona;3417.95374;F;72460;85;Personal Auto;370.018108;Four-Door Car
GA74551;Oregon;23594.68;M;76358;66;Personal Auto;86.461582;Four-Door Car
BS26376;California;7519.13363;M;96306;95;Corporate Auto;185.355353;Four-Door Car
WW74234;Arizona;3969.43317;F;49544;101;Personal Auto;0.769185;SUV
ZM42260;Arizona;8005.96466;M;63357;101;Personal Auto;565.508572;SUV
QY41527;Arizona;4175.94526;M;23060;109;Corporate Auto;731.350857;SUV
WG61503;Arizona;8491.85863;M;27781;71;Corporate Auto;340.8;Four-Door Car
TY59969;Arizona;2402.17206;M;43246;62;Personal Auto;52.435202;Four-Door Car
DO20853;Oregon;4775.47585;F;14254;124;Corporate Auto;595.2;SUV
CD14267;Nevada;4235.18399;M;60334;106;Corporate Auto;111.164747;Four-Door Car
WL40338;California;5107.163;F;35625;65;Personal Auto;288.572108;Four-Door Car
GV75215;Oregon;13167.6051;F;54684;111;Corporate Auto;302.137164;Sports Car
CN91738;Oregon;2520.30135;M;56228;65;Personal Auto;276.877348;Two-Door Car
UR36951;Oregon;5189.28958;M;82166;134;Personal Auto;643.2;SUV
JU87932;Oregon;2893.31385;F;30406;73;Personal Auto;350.4;Four-Door Car
IR50609;Arizona;3985.5474;M;75007;101;Personal Auto;668.773522;Four-Door Car
VI18029;Washington;2414.6383;M;79271;62;Personal Auto;232.753598;Four-Door Car
ZK58906;California;16589.7123;M;59414;140;Personal Auto;65.022258;SUV
SQ70457;Oregon;23331.82;M;44719;66;Personal Auto;316.8;Four-Door Car
HH23204;California;2395.5;F;21986;63;Personal Auto;333.696228;Two-Door Car
IE29890;Oregon;8861.48236;F;58480;113;Personal Auto;542.4;SUV
VO25412;Washington;8936.82351;F;37520;74;Special Auto;163.576763;Two-Door Car
ME37051;California;7340.4965;M;50165;62;Personal Auto;129.999138;Two-Door Car
DL17162;Arizona;26453.9351;M;42961;83;Personal Auto;398.4;Four-Door Car
DD27563;Oregon;6342.47365;M;86687;80;Personal Auto;274.159702;Four-Door Car
UQ63751;Arizona;6687.59381;F;23772;83;Personal Auto;100.652984;Four-Door Car
EN89709;Arizona;2555.53568;F;18241;65;Personal Auto;151.991098;Two-Door Car
NE70831;California;2732.65235;F;86650;69;Personal Auto;323.865715;Two-Door Car
VZ81004;Oregon;19259.8449;F;35973;159;Personal Auto;763.2;Sports Car
VM89271;Arizona;3844.56935;M;26262;97;Personal Auto;465.6;Four-Door Car
CL97519;California;4683.44334;M;25187;121;Personal Auto;580.8;SUV
RN71166;Oregon;5174.08106;F;88081;64;Personal Auto;82.483947;Four-Door Car
PJ86059;Oregon;2655.86457;F;83460;66;Corporate Auto;443.44552;Four-Door Car
BP34620;California;5615.0735;F;19949;74;Corporate Auto;355.2;Four-Door Car
WC34456;California;3985.39889;F;77739;98;Personal Auto;428.563553;Four-Door Car
FC15606;Oregon;9706.37523;F;23649;122;Personal Auto;535.606632;SUV
UM99946;Arizona;7736.6546;M;68980;98;Personal Auto;464.038577;Four-Door Car
JG94795;Oregon;4179.48863;F;60010;103;Special Auto;494.4;Four-Door Car
GD93408;California;5759.01112;F;30968;74;Corporate Auto;45.425684;Two-Door Car
VI12822;Washington;2632.55257;F;99841;65;Personal Auto;312;Four-Door Car
NT36519;California;8161.94495;M;32967;105;Personal Auto;504;SUV
ZJ27465;California;14137.2304;F;31794;119;Personal Auto;571.2;SUV
QF75939;Washington;3700.67812;F;36710;94;Personal Auto;676.8;Four-Door Car
MC73302;Oregon;5511.03329;F;36267;69;Personal Auto;263.454037;Four-Door Car
WE21182;Oregon;5169.4993;M;12430;73;Personal Auto;350.4;Four-Door Car
TD90906;Oregon;6044.02003;F;93715;74;Personal Auto;532.8;Four-Door Car
WB66665;Nevada;4349.3087;F;75648;108;Corporate Auto;112.660916;SUV
ZP26168;Washington;9688.12917;F;24584;66;Corporate Auto;279.706613;Four-Door Car
ZG56744;California;5528.2128;M;36088;72;Personal Auto;345.6;Four-Door Car
BO81145;Arizona;7894.5;M;21723;104;Personal Auto;748.8;SUV
BQ28323;Oregon;5935.81598;F;63833;73;Personal Auto;199.460544;Four-Door Car
IS73434;Arizona;3219.14614;F;45892;81;Corporate Auto;388.8;Four-Door Car
VO94890;Oregon;5935.57217;M;90263;74;Personal Auto;355.2;Two-Door Car
HQ10502;Oregon;11692.0097;M;40548;98;Personal Auto;470.4;Four-Door Car
JB60515;Washington;2513.9711;M;50450;63;Personal Auto;302.4;Four-Door Car
EG16813;Arizona;5515.24693;F;75963;69;Corporate Auto;102.147789;Two-Door Car
SI13406;Arizona;3469.83697;F;32714;87;Personal Auto;513.041633;Four-Door Car
WC11272;Oregon;6907.55424;F;42790;87;Personal Auto;290.057111;Two-Door Car
TU27563;Oregon;3647.2461;F;20694;94;Personal Auto;451.2;Two-Door Car
IL72707;California;3265.15634;F;25820;82;Personal Auto;393.6;Four-Door Car
DZ62350;California;2514.28209;M;24744;65;Personal Auto;312;Four-Door Car
UQ41461;Washington;4570.6737;F;27538;63;Personal Auto;285.843893;Four-Door Car
NI58226;Oregon;2752.655;F;81280;68;Personal Auto;308.349562;Four-Door Car
XC25965;Washington;14754.3592;F;26486;128;Personal Auto;614.4;SUV
KY98596;Arizona;5033.39079;M;68331;63;Personal Auto;302.4;Four-Door Car
TN82637;Nevada;11236.3113;M;21636;64;Personal Auto;213.587367;Two-Door Car
FC10193;Washington;10620.4914;F;35601;69;Personal Auto;249.803437;Four-Door Car
VK44934;California;8873.2013;M;28558;119;Personal Auto;797.558033;SUV
XB89264;Nevada;5260.92162;F;60101;66;Corporate Auto;1.332349;Two-Door Car
XL49151;Arizona;2792.00945;M;22426;76;Corporate Auto;528.391284;Four-Door Car
FG42635;Oregon;10018.6611;M;30720;139;Personal Auto;778.463303;SUV
FE12805;Oregon;7180.27093;F;34161;186;Personal Auto;892.8;SUV
GT17701;Oregon;3012.0397;F;42987;77;Personal Auto;128.490137;Four-Door Car
QT77453;Arizona;5283.36283;F;80928;132;Corporate Auto;538.545218;SUV
BS90503;Washington;5395.0916;F;86640;67;Personal Auto;65.457366;Four-Door Car
MX93376;California;6913.56652;F;26714;64;Personal Auto;307.2;Two-Door Car
KT54608;Arizona;2619.33737;M;78618;66;Corporate Auto;225.578841;Two-Door Car
WL46640;Nevada;4482.0151;M;62977;115;Corporate Auto;552;SUV
FD72269;California;5584.96171;F;19724;72;Personal Auto;345.6;Four-Door Car
RE29039;California;7568.8515;F;27558;65;Personal Auto;312;Four-Door Car
TA35356;California;9664.33098;F;86054;239;Personal Auto;115.166422;Luxury Car
HS88081;California;6480.68136;F;42846;81;Corporate Auto;286.142521;Four-Door Car
SM52948;Nevada;8707.61953;F;57107;110;Personal Auto;528;SUV
MP22051;Washington;2615.85208;M;54314;66;Personal Auto;282.770894;Four-Door Car
OF38237;California;4878.82971;F;29950;61;Personal Auto;292.8;Two-Door Car
KL27677;Nevada;10793.757;F;24195;90;Personal Auto;360.269404;Two-Door Car
WP19664;Arizona;4605.8748;M;47481;116;Personal Auto;556.8;SUV
LB83807;Oregon;8343.4128;M;63354;106;Personal Auto;508.8;Two-Door Car
EL44544;Oregon;13009.2412;F;57591;66;Corporate Auto;316.8;Four-Door Car
ZS15062;Oregon;9547.71;M;34919;82;Personal Auto;277.871312;Four-Door Car
RJ68578;Oregon;8110.70441;M;76879;101;Corporate Auto;487.102627;Sports Car
AE74442;California;7379.45682;F;61584;61;Corporate Auto;205.294927;Four-Door Car
TF80571;California;6612.61785;M;28792;185;Corporate Auto;1166.603776;Sports Car
HZ39407;Washington;2686.53521;M;26713;71;Personal Auto;142.695319;Four-Door Car
FF65294;Oregon;10348.0134;M;34244;87;Personal Auto;417.6;Four-Door Car
GC40999;Oregon;11790.4961;M;25251;66;Personal Auto;316.8;Four-Door Car
DE23903;Oregon;5905.97166;F;59848;73;Personal Auto;131.614733;Two-Door Car
UP30859;Nevada;7492.05594;F;39815;64;Special Auto;91.391245;Four-Door Car
PY17715;California;3427.1544;F;58840;86;Corporate Auto;73.27252;Two-Door Car
NU22358;Washington;5181.62089;F;97131;64;Special Auto;307.2;Four-Door Car
BR77413;Arizona;4686.46967;M;58089;118;Personal Auto;566.4;SUV
EB86696;California;4755.365;M;21808;119;Special Auto;571.2;SUV
YB14965;Arizona;36516.045;M;89771;114;Personal Auto;432.409662;SUV
ZD42550;Nevada;7792.06705;F;36776;65;Corporate Auto;240.186527;Four-Door Car
FI61655;Arizona;2549.99841;M;31213;65;Corporate Auto;312;Four-Door Car
JH58573;California;7927.18299;M;32555;68;Personal Auto;86.912677;Two-Door Car
FV33188;Washington;2453.57079;M;29735;69;Personal Auto;331.2;Four-Door Car
ZQ94561;Washington;2981.54919;M;80590;74;Corporate Auto;97.928632;Four-Door Car
JZ16164;Oregon;5110.75566;F;22565;132;Personal Auto;633.6;SUV
MU63232;Arizona;5351.85354;M;54817;137;Personal Auto;209.504391;SUV
ZR86524;Oregon;5903.61264;F;55393;74;Corporate Auto;2.173552;Four-Door Car
HJ37943;California;13333.3884;F;75634;110;Personal Auto;432.805382;Two-Door Car
QA72881;Oregon;8658.86381;M;62464;109;Personal Auto;400.181882;Sports Car
BL54814;Arizona;4871.1505;M;72648;61;Personal Auto;120.850664;Four-Door Car
MG72449;Nevada;5279.19866;F;77167;66;Personal Auto;137.086695;Four-Door Car
VR66049;Washington;6689.02272;M;56980;84;Corporate Auto;599.000883;Two-Door Car
KC17606;California;5244.55094;F;27444;66;Personal Auto;313.931213;Four-Door Car
LB12820;Oregon;6688.85744;M;57289;86;Corporate Auto;562.224942;Two-Door Car
ZH30674;Oregon;8408.30837;M;84091;105;Personal Auto;380.560266;Four-Door Car
TT20057;Oregon;10592.5875;M;59590;136;Personal Auto;460.266881;SUV
AM26598;Arizona;2913.49326;F;89672;72;Personal Auto;309.568636;Four-Door Car
AY73718;California;5243.44634;F;96535;66;Personal Auto;271.074379;Four-Door Car
EL11108;Oregon;14191.5969;F;25575;117;Personal Auto;561.6;SUV
FA15811;Nevada;9426.38478;F;38910;78;Personal Auto;20.209679;Two-Door Car
BA51898;Arizona;4521.19055;M;39426;114;Special Auto;412.884282;SUV
PP30874;California;3579.02382;F;28304;91;Personal Auto;655.2;Four-Door Car
MN74944;Arizona;6285.1547;M;52210;80;Personal Auto;384;Four-Door Car
HZ84382;Oregon;8283.84328;M;94851;104;Personal Auto;190.998822;Four-Door Car
GD29440;Washington;2538.6263;M;18608;71;Personal Auto;340.8;Four-Door Car
DE21910;Oregon;7304.39514;F;41025;92;Personal Auto;20.374393;Four-Door Car
CH50584;Oregon;32474.7697;M;71449;102;Personal Auto;734.4;SUV
JV97593;California;6674.45591;F;92653;83;Personal Auto;456.519419;Four-Door Car
ND68993;Nevada;33473.3494;F;33190;106;Personal Auto;508.8;SUV
YT46746;Oregon;6459.64094;F;24290;82;Personal Auto;393.6;Four-Door Car
RF94484;Oregon;4605.03664;F;22571;63;Corporate Auto;302.4;Four-Door Car
No19664;California;5686.74325;F;26409;71;Personal Auto;475.166267;Four-Door Car
BA97018;Arizona;6608.16597;M;21616;93;Personal Auto;944.854655;Two-Door Car
HY16703;Oregon;7158.53073;M;36463;92;Personal Auto;441.6;Four-Door Car
MA15172;California;10179.717;F;14290;271;Personal Auto;1300.8;Luxury SUV
WO81184;California;5052.38157;M;34645;69;Special Auto;220.446667;Two-Door Car
FX39582;Washington;5201.3576;M;67001;131;Personal Auto;463.425687;SUV
ZG23976;California;8632.78357;F;96200;107;Personal Auto;513.6;Two-Door Car
WE25756;Arizona;7350.9305;M;69241;93;Personal Auto;111.250449;Four-Door Car
AP59947;California;7690.15964;F;55843;64;Corporate Auto;307.2;Two-Door Car
JG31799;California;8259.11;F;20305;76;Personal Auto;496.477418;Two-Door Car
ZB72138;Oregon;8929.61111;M;44329;112;Personal Auto;537.6;SUV
OP52966;Arizona;4854.36206;M;44279;61;Personal Auto;292.8;Two-Door Car
DH14632;Oregon;8750.22205;F;34695;113;Personal Auto;100.323765;SUV
QN26812;Arizona;5054.78054;M;79297;64;Personal Auto;72.760316;Four-Door Car
LX67597;Nevada;5715.31299;M;84183;72;Personal Auto;255.565349;Four-Door Car
VH35998;California;9566.83988;M;53375;79;Personal Auto;127.322656;Four-Door Car
UE54045;California;10094.13;F;32046;127;Corporate Auto;475.599472;SUV
XA50997;Nevada;5444.79394;M;91393;67;Personal Auto;460.551521;Two-Door Car
GM37281;California;2582.40852;F;76731;64;Personal Auto;201.455005;Four-Door Car
QT84069;Oregon;50568.2591;M;82081;249;Personal Auto;753.760098;Luxury SUV
MG74662;Oregon;3484.24784;F;51337;88;Corporate Auto;72.543171;Four-Door Car
EP46328;California;5555.8302;M;74015;72;Personal Auto;471.443077;Four-Door Car
EW73206;California;8044.51175;F;68849;67;Corporate Auto;252.699037;Two-Door Car
MV19629;Oregon;7716.99785;F;37376;99;Personal Auto;65.548725;Four-Door Car
AD38685;California;8658.86381;M;62464;109;Personal Auto;400.181882;Sports Car
LX72964;Arizona;11260.9036;F;88304;95;Personal Auto;276.467811;Four-Door Car
OG30514;Nevada;20018.2045;F;65900;62;Personal Auto;297.6;Four-Door Car
YB19340;Oregon;9002.11738;M;61374;113;Corporate Auto;210.100003;Two-Door Car
RZ89024;Oregon;3102.99852;M;31841;78;Personal Auto;126.857228;Four-Door Car
ZO20633;Oregon;2587.10786;F;27861;65;Corporate Auto;312;Four-Door Car
RW71963;Nevada;7233.54001;F;94550;90;Personal Auto;432;Four-Door Car
HR71115;Nevada;5357.26083;M;39604;68;Personal Auto;63.127223;Four-Door Car
UL55837;Nevada;11130.1197;F;42928;93;Personal Auto;651.623195;Four-Door Car
IW77519;Washington;2610.36921;F;54737;66;Personal Auto;391.970334;Four-Door Car
YD58301;California;6352.96112;F;80587;78;Personal Auto;276.191729;Four-Door Car
KC67832;California;17292.9353;M;80028;86;Corporate Auto;114.02307;Four-Door Car
DK92014;Arizona;4254.62066;F;11904;61;Personal Auto;292.8;Two-Door Car
ZA44520;Arizona;9621.7261;F;54872;121;Personal Auto;580.8;SUV
BU61331;Arizona;5875.21273;M;46417;74;Corporate Auto;164.746184;Four-Door Car
XI68015;Washington;4946.96003;F;46239;67;Personal Auto;6.395416;Four-Door Car
FI22970;Oregon;2372.28937;F;25550;61;Personal Auto;439.2;Four-Door Car
OF93412;Nevada;15613.9517;F;27514;197;Personal Auto;1367.199081;SUV
AH97088;Nevada;7803.50382;M;84417;98;Personal Auto;139.714897;Two-Door Car
BI81476;Oregon;10346.1115;F;55906;86;Personal Auto;58.469264;Four-Door Car
IA18854;California;4960.54894;M;21638;65;Personal Auto;468;Four-Door Car
OO62338;Oregon;7099.57498;M;16121;65;Corporate Auto;312;Four-Door Car
JH35547;Oregon;24442.2965;M;36261;68;Personal Auto;16.800832;Four-Door Car
DY34638;Oregon;13466.9207;F;11432;119;Personal Auto;571.2;SUV
MT16688;Arizona;2598.0612;F;62566;65;Corporate Auto;48.344273;Four-Door Car
NN51066;Oregon;2886.4516;F;10312;78;Personal Auto;486.278557;Four-Door Car
YF73402;Oregon;2566.39849;M;67778;64;Personal Auto;171.287759;Four-Door Car
ZR56751;Washington;6252.363;F;92895;77;Personal Auto;43.14147;Two-Door Car
GR32910;California;5174.68968;F;55290;65;Personal Auto;13.874775;Four-Door Car
MZ89625;California;9263.17983;F;23377;116;Personal Auto;556.8;Four-Door Car
IK51081;California;4834.71049;F;38713;66;Personal Auto;316.8;Four-Door Car
VH62312;Nevada;2674.73071;M;56342;69;Corporate Auto;331.2;Four-Door Car
YU39743;Oregon;16159.5423;M;29593;137;Personal Auto;657.6;Sports Car
RO57944;Nevada;26197.4149;F;18495;113;Personal Auto;542.4;SUV
VL32622;California;2664.24281;F;82887;66;Corporate Auto;420.374805;Four-Door Car
NV35796;Oregon;15162.0656;F;71366;94;Personal Auto;265.216633;Four-Door Car
UU32345;California;22332.4394;M;49078;97;Corporate Auto;484.013411;Four-Door Car
YM94448;Arizona;4995.171;F;10787;71;Personal Auto;697.798804;Two-Door Car
HY35960;Arizona;4957.4043;M;10194;65;Personal Auto;312;Two-Door Car
PB41497;Oregon;2866.77981;M;81763;72;Personal Auto;518.4;Two-Door Car
GP37412;Arizona;8719.89623;F;59763;73;Personal Auto;350.4;Two-Door Car
EA87824;Arizona;6864.64751;F;96832;85;Personal Auto;408;Two-Door Car
DM42912;California;4980.1876;F;21135;130;Personal Auto;678.946216;SUV
HK50871;California;2312.32854;M;16143;62;Personal Auto;32.114117;Four-Door Car
ZX73673;Arizona;5555.8302;M;74015;72;Personal Auto;471.443077;Four-Door Car
EO95783;Arizona;26763.8263;M;84178;74;Personal Auto;12.588784;Two-Door Car
OG31942;California;14628.4962;M;63936;189;Personal Auto;765.012123;Luxury Car
RT17851;Oregon;5209.94554;F;37940;129;Special Auto;512.542299;SUV
UF56271;Washington;2814.43803;F;30703;70;Personal Auto;336;Four-Door Car
BP25150;Arizona;5417.74405;F;54898;69;Corporate Auto;176.242159;Two-Door Car
XT34986;Oregon;16775.8088;M;89030;139;Personal Auto;49.566591;SUV
OI74902;California;7980.30462;F;15630;115;Personal Auto;656.775467;SUV
GV33313;Arizona;5107.163;F;35625;65;Personal Auto;288.572108;Four-Door Car
WA54110;Nevada;2690.78196;M;48329;67;Corporate Auto;470.386291;Four-Door Car
IS94199;California;4254.62066;F;11904;61;Personal Auto;292.8;Two-Door Car
XE22944;Arizona;4643.41313;F;12261;125;Personal Auto;600;SUV
BF54215;California;11373.9885;F;87810;94;Personal Auto;225.641724;Four-Door Car
HW85007;Oregon;10861.7101;M;64744;139;Personal Auto;41.308429;SUV
VD87432;Washington;16069.9528;M;60735;135;Personal Auto;571.695889;SUV
EK10022;California;14057.4212;M;36261;118;Corporate Auto;1197.713861;SUV
UO48558;California;2993.11768;M;23277;77;Corporate Auto;369.6;Four-Door Car
SX18141;Arizona;5846.52058;F;50320;73;Personal Auto;297.738909;Four-Door Car
KK26955;Washington;2589.43;F;49675;65;Personal Auto;312;Two-Door Car
PV12088;Arizona;6558.88016;M;19508;61;Personal Auto;292.8;Two-Door Car
TV97612;Oregon;8105.99603;M;20815;110;Personal Auto;528;SUV
VA95387;Nevada;7232.60939;M;46621;61;Corporate Auto;30.448249;Four-Door Car
XF93358;Arizona;13599.9248;F;22775;184;Personal Auto;883.2;Luxury Car
WP64059;California;5093.37971;F;91814;63;Personal Auto;167.037619;Two-Door Car
YY63521;Arizona;6047.0251;M;20396;76;Personal Auto;364.8;Four-Door Car
FH69597;California;7172.07015;F;73836;182;Personal Auto;553.385695;Luxury Car
UT76436;Nevada;3438.94932;F;55910;86;Personal Auto;324.348688;Four-Door Car
VA94160;California;5418.46387;F;43054;68;Personal Auto;326.4;Four-Door Car
NJ55678;Arizona;7824.49226;F;64543;65;Personal Auto;200.177163;Four-Door Car
OJ60800;Oregon;7930.60256;M;75988;67;Personal Auto;200.54531;Four-Door Car
UT88283;Arizona;2775.08009;F;29051;73;Personal Auto;153.200014;Two-Door Car
AF48816;Arizona;5792.66631;F;87382;72;Personal Auto;345.6;Four-Door Car
SY93381;California;3596.8301;F;30694;91;Personal Auto;436.8;Four-Door Car
SD41771;California;44520.1357;M;49259;144;Personal Auto;820.431905;Sports Car
IG80910;Oregon;3071.78463;F;47528;77;Personal Auto;277.582137;Four-Door Car
RA62452;Nevada;8471.29255;M;70624;106;Corporate Auto;49.234943;SUV
LG90006;Oregon;11154.6759;F;31409;93;Personal Auto;381.960657;Four-Door Car
XZ83249;Nevada;10168.2717;F;35504;128;Personal Auto;404.303518;SUV
EP26605;Washington;5688.2049;F;44833;72;Personal Auto;345.6;Two-Door Car
LW29130;Washington;5272.932;F;24423;67;Corporate Auto;321.6;Two-Door Car
PK58026;Nevada;5736.4589;F;96917;71;Personal Auto;373.047039;Two-Door Car
OD79784;Arizona;2679.68662;M;84450;68;Corporate Auto;291.257059;Four-Door Car
QG39997;Arizona;4212.802;F;10097;110;Personal Auto;218.635593;Four-Door Car
ET45138;California;5553.1867;F;33255;138;Personal Auto;662.4;Sports Car
WP46383;Oregon;26538.5792;F;94132;73;Personal Auto;350.4;Four-Door Car
FJ12205;Oregon;6511.46762;M;42602;85;Personal Auto;63.161647;Two-Door Car
KE42114;Nevada;4730.35524;M;17250;62;Personal Auto;175.528642;Four-Door Car
CO15448;California;2908.02083;M;74212;73;Personal Auto;188.878749;Four-Door Car
SU31072;Washington;4821.15646;M;85756;61;Personal Auto;117.036869;Four-Door Car
LC87490;Arizona;2248.44963;F;24910;63;Personal Auto;347.857619;Four-Door Car
OT36536;Oregon;5232.45495;M;41596;66;Personal Auto;316.8;Four-Door Car
DE59454;Nevada;2557.58554;M;72202;63;Corporate Auto;453.6;Two-Door Car
VS63956;California;5871.17527;M;33967;76;Personal Auto;364.8;Four-Door Car
TR39403;California;3681.97899;F;77951;93;Corporate Auto;19.668633;Two-Door Car
AB62982;Oregon;5918.06612;F;77521;73;Personal Auto;350.4;Two-Door Car
MO41014;Arizona;4984.61865;M;86305;62;Corporate Auto;80.73124;Four-Door Car
LB59405;California;5979.72416;F;57693;76;Personal Auto;547.2;Four-Door Car
OJ43280;California;5644.47485;M;33137;74;Personal Auto;472.500375;Two-Door Car
AL43475;California;7373.22599;F;44938;183;Personal Auto;2069.309854;Luxury Car
XY80192;Oregon;13979.0901;M;33617;117;Personal Auto;761.722334;Four-Door Car
PI71828;Arizona;2395.96856;M;38460;61;Personal Auto;191.365686;Four-Door Car
JX93039;Washington;4883.33506;F;40171;123;Personal Auto;576.880144;SUV
OK14812;Nevada;2491.31702;M;36631;62;Personal Auto;67.530904;Four-Door Car
UV49359;Nevada;7372.23072;F;74335;187;Corporate Auto;896.436023;Luxury Car
IZ88103;California;12625.2794;F;79421;104;Personal Auto;115.126739;Four-Door Car
QC27179;Oregon;5261.41983;M;38466;68;Personal Auto;204.685796;Two-Door Car
VC47959;Arizona;4895.81192;F;54495;61;Personal Auto;182.350945;Four-Door Car
YP53257;Oregon;10179.717;F;14290;271;Personal Auto;1300.8;Luxury SUV
LK57934;Nevada;10569.6254;M;45776;89;Personal Auto;95.95081;Four-Door Car
AV49798;Arizona;7842.86566;M;94263;98;Personal Auto;112.420211;Four-Door Car
RD73104;Washington;7942.44854;F;12181;108;Personal Auto;591.511506;Four-Door Car
IZ17303;California;17002.0224;M;97268;85;Personal Auto;35.278648;Four-Door Car
PK79296;California;2602.21296;F;28995;67;Personal Auto;321.6;Four-Door Car
VA82895;Oregon;4112.84166;F;25030;113;Personal Auto;542.4;Sports Car
WC66749;Oregon;5213.06889;F;12613;70;Personal Auto;336;Four-Door Car
JA55700;California;3933.81399;M;25927;103;Personal Auto;674.973614;SUV
DH93540;Oregon;4650.06376;M;28215;65;Personal Auto;468;Two-Door Car
KV56995;Nevada;3954.34453;M;18375;103;Personal Auto;535.080276;Sports Car
PA15141;California;6953.95235;F;43221;87;Special Auto;398.735257;Four-Door Car
EC22495;Oregon;3145.45648;M;52082;79;Personal Auto;379.2;Four-Door Car
RO87000;California;2688.8786;M;50719;68;Personal Auto;394.248334;Four-Door Car
ER50891;California;3450.32878;M;39248;87;Personal Auto;386.765125;Four-Door Car
DE71115;Washington;2772.50213;M;68463;70;Personal Auto;336;Four-Door Car
AX71238;California;3963.4032;M;38096;99;Personal Auto;475.2;Two-Door Car
IZ50034;Washington;8062.54611;M;42124;101;Personal Auto;484.8;SUV
AR75105;California;7805.3128;F;21073;106;Personal Auto;508.8;SUV
LX77880;Oregon;4855.77361;F;24149;61;Personal Auto;292.8;Four-Door Car
PQ72803;Washington;2886.4516;F;10312;78;Personal Auto;486.278557;Four-Door Car
UW10841;California;9976.2454;M;74115;63;Personal Auto;275.349481;Four-Door Car
UO93347;California;3755.26025;M;34624;95;Personal Auto;270.370335;Four-Door Car
WK46492;Arizona;9642.21452;F;36108;128;Personal Auto;614.4;SUV
MI16758;Nevada;12052.8869;F;43184;102;Personal Auto;376.836888;SUV
GP67583;Arizona;8207.77759;M;35349;102;Personal Auto;489.6;Four-Door Car
UR42360;California;16979.7975;M;35095;73;Personal Auto;525.6;Two-Door Car
IK74329;Arizona;18061.9183;F;13164;70;Personal Auto;75.393383;Two-Door Car
PF26758;Oregon;6271.31515;F;94880;79;Special Auto;347.595108;Four-Door Car
